t_start	t_max	t_end	voltage	width	spacing	area	barcode	is_false_drop	id
0.00022	0.00047	0.000705	0.0034226820297024	0.000485	0.003095	1.41206902853855e-06	1	0	1
0.0038	0.00411	0.004365	0.0037888929672024	0.000565	0.002435	1.78247172568037e-06	2	0	2
0.0068	0.00709	0.00727	0.0034226820297024	0.00047	0.003085	1.37751346606176e-06	3	0	3
0.010355	0.010685	0.010905	0.0037583753890774	0.00055	0.002845	1.71083730578171e-06	4	0	4
0.01375	0.014005	0.01428	0.0038194105453274	0.000530000000000001	0.002695	1.64833459292203e-06	5	0	5
0.016975	0.017205	0.017485	0.0036668226547024	0.00051	0.00316	1.51396298357799e-06	6	0	6
0.020645	0.02091	0.0212	0.0037888929672024	0.000555	0.002545	1.76335110655522e-06	7	0	7
0.023745	0.024055	0.02429	0.0037278578109524	0.000545	0.00275	1.6625959659457e-06	8	0	8
0.02704	0.02725	0.02748	0.0033616468734524	0.000439999999999999	0.002355	1.23836449931132e-06	9	0	9
0.029835	0.030395	0.030585	0.0042771742172024	0.000750000000000001	0.00308499999999999	2.37279070390969e-06	10	0	10
0.03367	0.033945	0.034195	0.0036973402328274	0.000525000000000005	0.002855	1.5913957433204e-06	11	0	11
0.03705	0.03738	0.03757	0.0036668226547024	0.00052	0.00306500000000001	1.60251109293751e-06	12	0	12
0.040635	0.040895	0.041145	0.0036973402328274	0.000509999999999997	0.0053	1.56065487810924e-06	13	0	13
0.046445	0.04709	0.047385	0.0046128675765774	0.000940000000000003	0.0034	3.16836396142815e-06	14	0	14
0.050785	0.05105	0.051325	0.0039719984359524	0.000539999999999999	0.00226	1.74847938196906e-06	15	0	15
0.053585	0.05379	0.05404	0.0033616468734524	0.000455000000000004	0.0031	1.31610243483498e-06	16	0	16
0.05714	0.057405	0.05768	0.0038499281234524	0.000539999999999999	0.002205	1.74329139368781e-06	17	0	17
0.059885	0.060135	0.060345	0.0033616468734524	0.000460000000000002	0.00315500000000001	1.32360280787411e-06	18	0	18
0.0635	0.063755	0.06404	0.0039719984359524	0.000539999999999999	0.00225499999999999	1.74863196985968e-06	19	0	19
0.066295	0.066515	0.066755	0.0032090589828274	0.000460000000000002	0.00317000000000001	1.28759206568661e-06	20	0	20
0.069925	0.07016	0.07048	0.0038804457015774	0.000555	0.002205	1.80058255186772e-06	21	0	21
0.072685	0.07289	0.07307	0.0029954359359524	0.000384999999999996	0.00262	9.9930522009956e-07	22	0	22
0.07569	0.075945	0.07624	0.0039109632797024	0.000550000000000009	0.00221499999999999	1.74394887804733e-06	23	0	23
