t_start	t_max	t_end	voltage	width	spacing	area	barcode	is_false_drop	id
0.00744	0.00887	0.009145	0.0111498981333273	0.001705	0.002385	1.41818348411929e-05	2	0	1
0.017515	0.018125	0.01852	0.0103564411020773	0.001005	0.001905	7.72547792520748e-06	5	0	2
0.020425	0.021195	0.02147	0.0104785114145773	0.001045	0.001665	8.30926071577495e-06	6	0	3
0.023135	0.02392	0.02419	0.0102038532114523	0.001055	0.002185	8.16822673812385e-06	7	0	4
0.026375	0.027015	0.027395	0.0102038532114523	0.00102	0.00166	8.22475764720739e-06	8	0	5
0.029055	0.029745	0.030035	0.0101428180552023	0.000979999999999998	0.002285	7.50913891913992e-06	9	0	6
0.03232	0.033025	0.033355	0.0107531696177023	0.001035	0.001775	8.3266985020198e-06	10	0	7
0.03513	0.035725	0.036125	0.0100207477427023	0.000995000000000003	0.00187499999999999	7.69912298684296e-06	11	0	8
0.038	0.038675	0.038925	0.0103564411020773	0.000925000000000002	0.001275	7.30452489290067e-06	12	0	9
0.0402	0.040785	0.041105	0.0101123004770773	0.000905000000000003	0.003455	6.649855787656e-06	13	0	10
0.04456	0.045015	0.04544	0.0106310993052023	0.000879999999999999	0.00166	6.77088860776032e-06	14	0	11
0.0471	0.04783	0.048195	0.0105090289927023	0.001095	0.00264	8.79626001697257e-06	15	0	12
0.050835	0.052225	0.052535	0.0110888629770773	0.0017	0.002085	1.39144459462294e-05	17	0	13
0.05462	0.055165	0.05564	0.0102648883677023	0.00102	0.002355	8.11764094798864e-06	18	0	14
0.06063	0.06119	0.061545	0.0100512653208273	0.000914999999999999	0.00312000000000001	6.87854226898927e-06	20	0	15
0.064665	0.06529	0.065645	0.0102648883677023	0.000979999999999995	0.01054	7.81004223945242e-06	21	0	16
0.085945	0.087035	0.087385	0.0116381793833273	0.00144000000000001	0.00165999999999999	1.28643799022674e-05	22	0	17
0.089045	0.089545	0.089995	0.0100207477427023	0.000949999999999993	0.00200500000000001	7.32509363529635e-06	23	0	18
0.092	0.09261	0.093	0.0101733356333273	0.001	0.00251999999999999	7.90532413766585e-06	24	0	19
0.09806	0.098575	0.099055	0.0101428180552023	0.00099500000000001	0.00168	7.66173895363983e-06	26	0	20
0.100735	0.10147	0.10174	0.00995971258645232	0.00100499999999999	0.003315	7.80467104044186e-06	27	0	21
0.105055	0.10639	0.106735	0.0111498981333273	0.00168	0.00221500000000001	1.39040029152034e-05	28	0	22
0.10895	0.10965	0.10995	0.0106921344614523	0.001	0.00209999999999999	8.0978900556346e-06	29	0	23
0.11205	0.112775	0.113085	0.0103564411020773	0.00103500000000001	0.00175499999999999	8.33264942975418e-06	30	0	24
0.11484	0.115515	0.11583	0.0100207477427023	0.000990000000000005	0.00183	7.73492623055132e-06	31	0	25
0.11766	0.118255	0.11865	0.0105090289927023	0.000990000000000005	0.00233999999999999	7.8464679785982e-06	33	0	26
0.12099	0.121785	0.12206	0.0104174762583273	0.00107	0.00151	8.79613805192063e-06	34	0	27
0.12357	0.124105	0.12458	0.0101428180552023	0.00101	0.00194500000000002	7.89749938853037e-06	35	0	28
0.126525	0.12715	0.127615	0.0103869586802023	0.00108999999999998	0.00306000000000001	8.61355740130593e-06	36	0	29
