t_start	t_max	t_end	voltage	width	spacing	area	injected	id	occupancy
0.002485	0.002635	0.00285	0.0206818197419529	0.000365	0.004955	6.11220372444446e-06	1	1	1
0.007805	0.008005	0.00822	0.0235809896638279	0.000415	0.005585	7.63854324669836e-06	1	2	1
0.013805	0.014045	0.014255	0.0234589193513279	0.000449999999999999	0.003955	8.04120942790109e-06	1	3	1
0.01821	0.018375	0.01859	0.0220245931794529	0.000379999999999998	0.005395	6.63346007330813e-06	1	4	1
0.023985	0.024165	0.02435	0.0205292318513279	0.000365000000000001	0.004435	6.05269444710071e-06	1	5	1
0.028785	0.029	0.029215	0.0220856283357029	0.00043	0.00461	7.41166116782765e-06	1	6	1
0.033825	0.03402	0.03419	0.0197662923982029	0.000364999999999997	0.004955	5.80519688850696e-06	1	7	1
0.039145	0.039345	0.039535	0.0194305990388279	0.000390000000000001	0.00542	6.06894648361828e-06	1	8	1
0.044955	0.045165	0.04534	0.0187592123200779	0.000384999999999996	0.00487000000000001	5.87825711147102e-06	1	9	1
0.05021	0.05044	0.050615	0.0221466634919529	0.000404999999999996	0.005425	7.0153126957632e-06	1	10	1
0.05604	0.05627	0.05644	0.0222687338044529	0.000400000000000005	0.00461	6.98514578455344e-06	1	11	1
0.06105	0.061285	0.06148	0.0233978841950779	0.00043	0.00508500000000001	7.72522928306203e-06	1	12	1
0.066565	0.066725	0.06693	0.0213837240388279	0.000365000000000004	0.00442999999999999	6.25472081428821e-06	1	13	1
0.07136	0.07158	0.071755	0.0155243490388279	0.000395000000000006	0.00544499999999999	5.1137007971718e-06	1	14	1
0.0772	0.07742	0.077645	0.0215363119294529	0.000445000000000001	0.00392500000000001	7.49468509481632e-06	1	15	1
0.08157	0.08168	0.08193	0.0248627279450779	0.000359999999999999	0.00555	6.61075385425032e-06	1	16	1
0.08748	0.0877	0.087905	0.0198578451325779	0.000424999999999995	0.004595	6.62832042849289e-06	1	17	1
0.0925	0.092715	0.092845	0.0157990072419529	0.000344999999999998	0.00532000000000001	4.6524247514804e-06	1	18	1
0.098165	0.09839	0.09858	0.0220551107575779	0.000414999999999999	0.006605	7.06786453576086e-06	1	19	1
0.105185	0.10539	0.10555	0.0169281576325779	0.000365000000000004	0.00491	5.11473668342884e-06	1	20	1
0.11046	0.110675	0.110895	0.0230621908357029	0.000434999999999991	0.004955	7.72365791302179e-06	1	21	1
0.11585	0.11593	0.116195	0.0247406576325779	0.000345000000000012	0.00445999999999999	5.62746137257415e-06	1	22	1
0.120655	0.120885	0.121075	0.0206513021638279	0.000420000000000004	0.00501499999999999	6.86014692548625e-06	1	23	1
0.12609	0.126305	0.126485	0.0233978841950779	0.000395000000000006	0.00515499999999999	7.0973433752968e-06	1	24	1
0.13164	0.131935	0.132095	0.0166229818513279	0.000455000000000011	0.00495999999999999	6.18279601684523e-06	1	25	1
0.137055	0.13732	0.1375	0.0203156088044529	0.000445000000000001	0.00479000000000002	7.17028323934757e-06	1	26	1
0.14229	0.1425	0.14266	0.0201019857575779	0.000369999999999981	0.00575500000000001	5.99664920010735e-06	1	27	1
0.148415	0.148645	0.14885	0.0209259603669529	0.000434999999999991	0.004945	7.09896308880304e-06	1	28	1
0.153795	0.15401	0.15423	0.0220856283357029	0.000434999999999991	0.00560000000000002	7.49843818645929e-06	1	29	1
0.15983	0.160035	0.160235	0.0213532064607029	0.000404999999999989	0.00450500000000001	6.80367329146633e-06	1	30	1
0.16474	0.16494	0.165135	0.0219940756013279	0.000395000000000006	0.00489499999999998	6.8709029456093e-06	1	31	1
0.17003	0.170155	0.17037	0.0218720052888279	0.000340000000000007	0.00464000000000001	5.81869949066126e-06	1	32	1
0.17501	0.175225	0.17541	0.0214752767732029	0.000399999999999984	0.00543500000000002	6.76129934900656e-06	1	33	1
0.180845	0.18105	0.18126	0.0234894369294529	0.000414999999999999	0.00491999999999998	7.47313797326086e-06	1	34	1
0.18618	0.1864	0.186615	0.0239166830232029	0.000435000000000019	0.00548499999999999	7.90249092083429e-06	1	35	1
0.1921	0.192295	0.192495	0.0232452963044529	0.000395000000000006	0.004825	7.11595909795305e-06	1	36	1
0.19732	0.19752	0.19771	0.0198273275544529	0.000390000000000001	0.00508	6.14142573166516e-06	1	37	1
0.20279	0.20298	0.20317	0.0210480306794529	0.000379999999999991	0.00423000000000001	6.32965758307376e-06	1	38	1
0.2074	0.207595	0.20777	0.0211701009919529	0.000369999999999981	0.00572	6.23590701260735e-06	1	39	1
0.21349	0.213685	0.21388	0.0155548666169529	0.000390000000000001	0.00558	5.07422602463391e-06	1	40	1
0.21946	0.219685	0.219895	0.0204071615388279	0.000435000000000019	0.00591999999999998	7.08126289349054e-06	1	41	1
0.225815	0.22599	0.226115	0.0116180990388279	0.000299999999999995	0.00397	3.12268280449877e-06	1	42	1
0.230085	0.230175	0.23043	0.0251373861482029	0.000345000000000012	0.00492000000000001	6.10551923390228e-06	1	43	1
0.23535	0.23557	0.23575	0.0238556478669529	0.000399999999999984	0.00443000000000002	7.46549246424094e-06	1	44	1
0.24018	0.240375	0.240565	0.0230316732575779	0.000384999999999996	0.00583	6.87038357631477e-06	1	45	1
0.246395	0.2466	0.24674	0.0152191732575779	0.000344999999999984	0.00472999999999996	4.44719403858978e-06	1	46	1
0.25147	0.25167	0.251855	0.0236420248200779	0.000385000000000024	0.01022	7.08019192592414e-06	1	47	1
0.262075	0.262265	0.26245	0.0230621908357029	0.000375000000000014	0.00523499999999999	6.74016449998899e-06	1	48	1
0.267685	0.26787	0.26807	0.0231232259919529	0.000384999999999969	0.003305	6.94087918178352e-06	1	49	1
0.271375	0.271495	0.271735	0.0266632650544529	0.000360000000000027	0.00569500000000001	6.7094782194847e-06	1	50	1
0.27743	0.277625	0.27781	0.0218414877107029	0.000379999999999991	0.00594499999999998	6.49353697760501e-06	1	51	1
0.283755	0.28397	0.28412	0.0135407064607029	0.000365000000000004	0.00297500000000001	4.11284459358509e-06	1	52	1
0.287095	0.287175	0.28747	0.0292572591950779	0.000375000000000014	0.00413000000000002	6.79601166795774e-06	1	53	1
0.2916	0.29171	0.29193	0.0226959798982029	0.000329999999999997	0.00370499999999996	5.62439350027298e-06	1	54	1
0.295635	0.295735	0.295995	0.0249237631013279	0.000360000000000027	0.00542999999999999	6.61868842456282e-06	1	55	1
0.301425	0.30164	0.301825	0.0200409506013279	0.000400000000000011	0.00520500000000002	6.35099051111594e-06	1	56	1
0.30703	0.307245	0.307465	0.0233063314607029	0.000434999999999963	0.00565500000000002	7.75570137005304e-06	1	57	1
0.31312	0.313335	0.313515	0.0210175131013279	0.000394999999999979	0.00575500000000001	6.44716637334367e-06	1	58	1
0.31927	0.319555	0.319695	0.0154327963044529	0.000425000000000009	0.00550499999999998	5.16546032107101e-06	1	59	1
0.3252	0.32539	0.32559	0.0200409506013279	0.000390000000000001	0.00355	6.20413935471204e-06	1	60	1
0.32914	0.329235	0.329505	0.0261749838044529	0.000365000000000004	0.00881999999999999	6.91664708381946e-06	1	61	1
0.338325	0.33855	0.338745	0.0162567709138279	0.000420000000000031	0.00451999999999997	5.64569990400187e-06	1	62	1
0.343265	0.343475	0.34367	0.0220245931794529	0.000405000000000044	0.00524999999999998	6.87966206099758e-06	1	63	1
0.34892	0.34914	0.34935	0.0208344076325779	0.000429999999999986	0.00544	7.08680154868703e-06	1	64	1
0.35479	0.355	0.355155	0.0194305990388279	0.000365000000000004	0.00525000000000003	5.76033604866321e-06	1	65	1
0.360405	0.360625	0.360835	0.0234894369294529	0.000429999999999986	0.00503999999999999	7.84272195884328e-06	1	66	1
0.365875	0.366085	0.366285	0.0224518392732029	0.000410000000000021	0.00453999999999999	7.10498888431672e-06	1	67	1
0.370825	0.371045	0.371265	0.0261444662263279	0.000439999999999996	0.00549499999999997	8.67621862305968e-06	1	68	1
0.37676	0.376945	0.377125	0.0211090658357029	0.000365000000000004	0.00478000000000001	6.09755528694446e-06	1	69	1
0.381905	0.38212	0.38235	0.0258087728669529	0.000445000000000029	0.00507999999999997	8.6517590694257e-06	1	70	1
0.38743	0.38763	0.3878	0.0225739095857029	0.000370000000000037	0.00474999999999998	6.6353821102636e-06	1	71	1
0.39255	0.392765	0.39294	0.0214142416169529	0.000390000000000001	0.00619999999999998	6.62879145432141e-06	1	72	1
0.39914	0.39931	0.3995	0.0204987142732029	0.000360000000000027	0.00465499999999996	5.94882758471907e-06	1	73	1
0.404155	0.404365	0.40456	0.0202545736482029	0.000405000000000044	0.00448499999999996	6.5465626957632e-06	1	74	1
0.409045	0.409225	0.40937	0.0166840170075779	0.00032500000000002	0.00437500000000002	4.54869436250072e-06	1	75	1
0.413745	0.41395	0.414135	0.0214447591950779	0.000390000000000001	0.00427499999999997	6.57324946213391e-06	1	76	1
