t_start	t_max	t_end	voltage	width	spacing	area	injected	id	occupancy
0.00167	0.001865	0.00204	0.0535128663949306	0.00037	0.01587	1.24064972613802e-05	0	1	0
0.01791	0.01807	0.018255	0.0573885988168056	0.000345000000000002	0.01646	1.22855640292413e-05	0	2	0
0.034715	0.034905	0.0351	0.0581210206918056	0.000384999999999996	0.058565	1.37971113998823e-05	0	3	0
0.093665	0.094495	0.09476	0.0686190675668056	0.001095	0.0251	5.36042958566892e-05	1	4	1
0.11986	0.120745	0.121025	0.0691378663949306	0.00116500000000001	0.02409	6.24090954301156e-05	0	5	0
0.145115	0.146025	0.14629	0.0690463136605556	0.00117499999999998	0.025325	6.30238749729711e-05	0	6	0
0.171615	0.17255	0.1728	0.0688937257699306	0.00118499999999999	0.02603	6.33827646232486e-05	0	7	0
0.19883	0.19977	0.20002	0.0690157960824306	0.00119	0.027265	6.37208245606919e-05	0	8	0
0.227285	0.228225	0.228485	0.0690157960824306	0.00120000000000001	0.029555	6.40623191914381e-05	0	9	0
0.25804	0.258895	0.259145	0.0678561281136806	0.00110500000000002	0.031725	5.29928791104822e-05	1	10	1
0.29087	0.291805	0.292055	0.0685275148324306	0.00118499999999999	0.029225	6.33156259513736e-05	0	11	0
0.32128	0.32201	0.322435	0.0674288820199306	0.00115500000000002	0.03052	5.96808210142131e-05	1	12	1
0.352955	0.353615	0.3541	0.0263217042855556	0.00114500000000001	0.05202	2.17509779947951e-05	1	13	2
0.40612	0.407045	0.40729	0.0678256105355556	0.00116999999999995	0.040745	6.21499263636527e-05	0	14	0
0.448035	0.448995	0.449255	0.0676425050668056	0.00122	0.03935	6.47771993220711e-05	0	15	0
0.488605	0.489525	0.4898	0.0689242433480556	0.001195	0.0302100000000001	6.32841957774322e-05	0	16	0
0.52001	0.520995	0.52124	0.0680392335824306	0.00122999999999995	0.0414650000000001	6.51132007887548e-05	0	17	0
0.562705	0.563625	0.563895	0.0688021730355556	0.00118999999999991	0.029745	6.31254266114732e-05	0	18	0
0.59364	0.594585	0.594845	0.0690768312386806	0.00120500000000001	0.03364	6.40817756132565e-05	0	19	0
0.628485	0.629415	0.629685	0.0674899171761806	0.00119999999999998	0.0423250000000001	6.3465853126985e-05	0	20	0
0.67201	0.67295	0.673205	0.0679476808480556	0.00119499999999995	0.03068	6.27759255137604e-05	0	21	0
0.703885	0.70481	0.70509	0.0679781984261806	0.00120500000000001	0.03439	6.35345954374753e-05	0	22	0
0.73948	0.740395	0.74069	0.0673068117074306	0.00120999999999993	0.045605	6.37975821327312e-05	0	23	0
